,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1186,MOTHERSUMI,EQ,165.5,167.9,163.25,165.55,165.5,164.1,7258178,1200596605.1,04-JAN-2021,37841,INE775A01035
1187,MOTILALOFS,EQ,624.0,624.9,612.0,618.3,618.05,620.55,151410,93526999.6,04-JAN-2021,5803,INE338I01027
1189,MPHASIS,EQ,1550.0,1557.0,1505.0,1519.35,1533.0,1529.9,389716,594228839.3,04-JAN-2021,35438,INE356A01018
1190,MPSLTD,EQ,371.0,380.0,365.25,372.25,373.15,365.9,45951,17135246.15,04-JAN-2021,2579,INE943D01017
1192,MRF,EQ,76200.65,78900.0,75900.0,78402.2,78398.95,76021.65,28145,2177840251.8,04-JAN-2021,14457,INE883A01011
1194,MRPL,EQ,36.3,36.9,36.0,36.3,36.35,35.95,1743156,63496212.3,04-JAN-2021,6075,INE103A01014
1195,MSPL,EQ,8.15,8.2,7.5,7.65,7.9,7.85,171528,1368636.75,04-JAN-2021,408,INE752G01015
1196,MSTCLTD,EQ,177.0,179.45,172.5,175.15,174.2,176.05,1053898,185247002.9,04-JAN-2021,11581,INE255X01014
1197,MTEDUCARE,EQ,9.2,9.2,9.0,9.05,9.1,9.0,372545,3380847.35,04-JAN-2021,630,INE472M01018
1198,MTNL,EQ,13.9,14.2,13.6,13.7,13.7,13.75,2011690,27676126.5,04-JAN-2021,3093,INE153A01019
1199,MUKANDENGG,EQ,13.85,13.85,13.25,13.45,13.75,13.2,8384,114668.2,04-JAN-2021,99,INE022B01014
1200,MUKANDLTD,EQ,66.25,66.9,64.4,64.65,64.75,66.1,78432,5122624.8,04-JAN-2021,791,INE304A01026
1201,MUKTAARTS,EQ,32.75,34.15,32.75,33.95,34.15,32.55,33982,1146834.9,04-JAN-2021,306,INE374B01019
1202,MUNJALAU,EQ,60.45,61.1,60.1,60.6,60.6,60.1,242351,14681960.15,04-JAN-2021,1696,INE672B01032
1203,MUNJALSHOW,EQ,142.4,144.5,142.0,142.6,142.65,142.6,26021,3713753.45,04-JAN-2021,525,INE577A01027
1204,MURUDCERA,EQ,22.35,22.9,21.95,22.2,22.25,22.05,180104,4017520.55,04-JAN-2021,936,INE692B01014
1205,MUTHOOTCAP,EQ,411.0,420.0,405.05,417.85,417.8,409.9,68546,28414292.8,04-JAN-2021,2330,INE296G01013
1206,MUTHOOTFIN,EQ,1222.9,1263.0,1220.0,1244.15,1246.85,1213.35,3030142,3781162977.9,04-JAN-2021,72142,INE414G01012
1207,N100,EQ,934.9,938.9,925.14,932.57,933.19,931.17,150849,140783092.73,04-JAN-2021,2008,INF247L01031
1209,NACLIND,EQ,46.5,47.5,44.15,45.05,45.6,46.5,194590,8951767.75,04-JAN-2021,1387,INE295D01020
1211,NAGREEKCAP,EQ,6.55,6.55,5.95,6.5,6.5,6.25,1461,8840.0,04-JAN-2021,9,INE245I01016
1212,NAGREEKEXP,EQ,22.5,24.25,22.5,24.25,24.25,22.05,81433,1943674.6,04-JAN-2021,504,INE123B01028
1213,NAHARCAP,EQ,86.6,92.5,86.6,89.2,89.0,88.35,7255,647913.95,04-JAN-2021,215,INE049I01012
1215,NAHARPOLY,EQ,95.0,97.75,91.5,92.75,92.5,93.65,79441,7404828.75,04-JAN-2021,866,INE308A01027
1217,NAM-INDIA,EQ,306.05,314.65,304.0,311.7,311.6,302.85,1735015,536916446.55,04-JAN-2021,32597,INE298J01013
1218,NATCOPHARM,EQ,972.0,974.6,961.0,968.8,967.0,967.3,367721,355890992.0,04-JAN-2021,12507,INE987B01026
1219,NATHBIOGEN,EQ,273.0,280.0,270.1,275.0,275.45,272.65,273561,75242556.6,04-JAN-2021,2767,INE448G01010
1220,NATIONALUM,EQ,45.0,47.45,45.0,47.05,47.3,44.35,41266200,1908841218.25,04-JAN-2021,57525,INE139A01034
1222,NAUKRI,EQ,4760.25,4850.0,4737.55,4832.65,4836.6,4754.7,703591,3380173599.1,04-JAN-2021,26869,INE663F01024
1223,NAVINFLUOR,EQ,2635.15,2665.0,2600.1,2642.35,2642.3,2637.7,80811,212750220.1,04-JAN-2021,12771,INE048G01026
1224,NAVKARCORP,EQ,43.65,46.95,43.3,46.7,46.7,42.6,4450430,203421077.65,04-JAN-2021,18743,INE278M01019
1225,NAVNETEDUL,EQ,86.5,87.0,84.95,85.75,85.75,85.8,205989,17713052.55,04-JAN-2021,2706,INE060A01024
1226,NBCC,EQ,30.55,31.1,30.0,30.85,30.8,30.25,14656754,449800931.25,04-JAN-2021,24417,INE095N01031
1227,NBIFIN,EQ,1699.0,1699.0,1605.55,1661.0,1653.0,1664.55,516,854437.5,04-JAN-2021,86,INE365I01020
1228,NBVENTURES,EQ,63.3,63.95,61.5,63.0,62.9,62.45,1655120,104019837.9,04-JAN-2021,12560,INE725A01022
1229,NCC,EQ,61.5,64.2,61.1,63.85,63.85,60.85,20678839,1304128665.65,04-JAN-2021,61414,INE868B01028
1230,NCLIND,EQ,150.0,152.0,146.2,147.95,147.25,148.55,209999,31236589.3,04-JAN-2021,2498,INE732C01016
1231,NCPSESDL24,EQ,103.3,103.8,103.1,103.27,103.27,103.16,42781,4415317.07,04-JAN-2021,11,INF204KB18W4
1232,NDGL,EQ,816.0,967.3,816.0,944.55,940.6,806.1,9173,8576020.4,04-JAN-2021,957,INE756C01015
1233,NDL,EQ,27.75,29.3,27.45,28.0,27.95,27.4,77322,2180184.15,04-JAN-2021,422,INE875G01030
1234,NDRAUTO,EQ,261.9,262.0,250.05,255.65,254.0,255.4,23550,6014262.3,04-JAN-2021,822,INE07OG01012
1235,NDTV,EQ,43.6,43.6,40.95,41.1,41.35,41.55,129283,5415151.85,04-JAN-2021,716,INE155G01029
1236,NECCLTD,EQ,9.7,9.7,9.3,9.55,9.6,9.4,58541,553859.85,04-JAN-2021,210,INE553C01016
1237,NECLIFE,EQ,23.25,24.35,23.25,23.55,23.6,23.25,811059,19268419.1,04-JAN-2021,2609,INE023H01027
1238,NELCAST,EQ,63.25,63.45,62.1,62.45,62.3,62.05,55988,3509484.6,04-JAN-2021,612,INE189I01024
1239,NELCO,EQ,199.7,202.35,195.7,197.6,197.35,198.25,96514,19174627.25,04-JAN-2021,2237,INE045B01015
1240,NEOGEN,EQ,735.5,747.35,730.0,742.25,743.05,735.05,31744,23431429.45,04-JAN-2021,2363,INE136S01016
1241,NESCO,EQ,556.5,562.0,550.0,557.75,558.0,551.35,100279,55799312.15,04-JAN-2021,3816,INE317F01035
1242,NESTLEIND,EQ,18495.0,18630.0,18329.75,18377.95,18396.55,18450.7,62035,1144497688.2,04-JAN-2021,15602,INE239A01016
1243,NETF,EQ,171.61,171.61,171.61,171.61,171.61,171.61,14,2402.54,04-JAN-2021,7,INF277K015R5
1244,NETFCONSUM,EQ,65.94,65.94,62.1,64.21,64.25,64.03,2603,167177.02,04-JAN-2021,94,INF204KA1LD7
1245,NETFDIVOPP,EQ,34.48,35.51,33.23,34.25,34.3,33.48,3201,108753.67,04-JAN-2021,88,INF204KA1MS3
1246,NETFIT,EQ,25.2,25.67,24.7,25.35,25.4,24.7,7090064,178459866.85,04-JAN-2021,2989,INF204KB15V2
1247,NETFLTGILT,EQ,22.95,22.95,22.43,22.52,22.54,22.48,68502,1539258.33,04-JAN-2021,125,INF204KB1882
1248,NETFMID150,EQ,81.83,81.83,80.5,81.43,81.45,80.37,85184,6918327.46,04-JAN-2021,755,INF204KB1V68
1249,NETFNIF100,EQ,141.0,146.57,141.0,145.99,146.0,141.27,2117,308135.52,04-JAN-2021,77,INF204K014N5
1250,NETFNV20,EQ,75.0,75.65,74.25,75.1,75.4,74.0,4225,318474.48,04-JAN-2021,113,INF204KB18I3
1251,NETWORK18,EQ,36.7,37.75,36.15,36.85,36.9,36.5,2939345,108406212.3,04-JAN-2021,4663,INE870H01013
1252,NEULANDLAB,EQ,1095.0,1109.0,1090.0,1092.6,1096.9,1090.3,36852,40428972.35,04-JAN-2021,1858,INE794A01010
1253,NEWGEN,EQ,277.7,277.75,266.65,273.3,274.95,272.75,51144,13970522.65,04-JAN-2021,2753,INE619B01017
1255,NFL,EQ,37.9,38.35,37.5,37.9,38.0,37.8,881425,33458565.6,04-JAN-2021,2751,INE870D01012
1256,NH,EQ,454.8,455.0,438.0,445.6,446.0,449.55,194964,86845586.65,04-JAN-2021,8309,INE410P01011
1268,NHPC,EQ,23.35,24.75,23.15,24.6,24.75,23.1,27770978,670934498.75,04-JAN-2021,40640,INE848E01016
1270,NIACL,EQ,131.65,131.65,128.25,129.65,129.5,129.25,361220,47003288.05,04-JAN-2021,5050,INE470Y01017
1272,NIFTYBEES,EQ,150.59,150.9,148.95,150.71,150.9,149.57,1729074,259720488.15,04-JAN-2021,15203,INF204KB14I2
1273,NIFTYEES,EQ,18190.0,18190.0,17700.01,17950.0,17950.0,17800.08,5,90220.01,04-JAN-2021,5,INF754K01EK3
1274,NIITLTD,EQ,202.95,205.9,200.25,204.75,204.9,202.0,850697,173135460.8,04-JAN-2021,9500,INE161A01038
1275,NILAINFRA,EQ,6.1,6.15,5.85,6.0,6.0,5.95,1085942,6547350.75,04-JAN-2021,659,INE937C01029
1277,NILKAMAL,EQ,1521.0,1563.9,1505.0,1525.0,1520.7,1505.05,24235,37124297.2,04-JAN-2021,2722,INE310A01015
1278,NIPPOBATRY,EQ,735.0,735.0,698.05,713.85,711.0,720.25,5171,3682607.05,04-JAN-2021,714,INE567A01010
1280,NITCO,EQ,26.15,26.65,26.0,26.15,26.25,26.15,42330,1110739.95,04-JAN-2021,316,INE858F01012
1284,NLCINDIA,EQ,56.0,56.75,55.85,56.1,56.25,55.7,972656,54686117.85,04-JAN-2021,4290,INE589A01014
1285,NMDC,EQ,118.05,123.15,117.5,122.4,123.1,116.35,20098842,2436570230.65,04-JAN-2021,71497,INE584A01023
1286,NOCIL,EQ,152.2,164.0,149.0,160.4,160.45,150.2,7555826,1196906882.1,04-JAN-2021,54369,INE163A01018
1288,NORBTEAEXP,EQ,9.2,9.2,8.95,9.15,9.2,9.05,6156,56083.1,04-JAN-2021,42,INE369C01017
1289,NOVARTIND,EQ,692.75,697.0,686.0,691.5,692.35,690.1,10530,7280733.05,04-JAN-2021,702,INE234A01025
1290,NPBET,EQ,168.55,174.0,162.41,169.29,165.27,166.78,1244,211610.8,04-JAN-2021,61,INF277K010X4
1291,NRAIL,EQ,232.5,233.5,219.0,227.2,226.3,230.4,140254,31714621.75,04-JAN-2021,2837,INE740D01017
1292,NRBBEARING,EQ,100.6,101.75,98.5,99.35,99.35,99.5,461553,46110057.2,04-JAN-2021,5212,INE349A01021
1293,NSIL,EQ,986.05,995.0,962.05,983.25,989.0,969.7,2840,2791415.3,04-JAN-2021,448,INE023A01030
1294,NTL,EQ,1.25,1.3,1.2,1.25,1.25,1.25,89790,110502.05,04-JAN-2021,87,INE333I01036
1295,NTPC,EQ,99.75,100.0,98.5,99.05,98.95,99.05,22325584,2212064327.85,04-JAN-2021,66229,INE733E01010
1301,NUCLEUS,EQ,628.0,628.05,605.25,612.4,615.05,624.0,86005,53007416.6,04-JAN-2021,5887,INE096B01018
1302,NXTDIGITAL,EQ,562.05,609.0,542.35,593.6,600.0,537.05,21159,12365912.4,04-JAN-2021,1996,INE353A01023
1303,OAL,EQ,564.7,567.5,547.0,552.1,553.0,554.85,15203,8430706.85,04-JAN-2021,1008,INE959C01023
1304,OBEROIRLTY,EQ,586.8,597.0,580.8,590.1,591.0,590.1,280636,165130231.4,04-JAN-2021,11891,INE093I01010
1305,OCCL,EQ,865.0,885.8,850.0,871.5,866.0,843.25,32673,28536661.15,04-JAN-2021,2346,INE321D01016
1306,OFSS,EQ,3255.0,3410.0,3250.2,3370.55,3372.05,3242.85,181968,611868518.15,04-JAN-2021,22872,INE881D01027
1307,OIL,EQ,109.95,112.7,109.85,112.35,112.5,108.7,2130421,237973511.4,04-JAN-2021,19503,INE274J01014
1310,OLECTRA,EQ,136.4,137.05,131.4,132.65,133.75,131.9,536531,72060367.15,04-JAN-2021,7341,INE260D01016
1311,OMAXAUTO,EQ,45.05,46.5,43.45,44.65,44.95,45.05,39919,1794825.7,04-JAN-2021,793,INE090B01011
1312,OMAXE,EQ,83.9,83.9,81.3,82.55,83.0,82.65,40079,3307891.05,04-JAN-2021,525,INE800H01010
1313,OMMETALS,EQ,20.95,21.0,20.5,20.65,20.5,20.6,85464,1777626.55,04-JAN-2021,382,INE239D01028
1316,ONGC,EQ,94.05,97.3,93.7,96.95,97.0,93.2,39545073,3791851855.6,04-JAN-2021,138473,INE213A01029
1317,ONMOBILE,EQ,68.4,70.2,64.5,65.3,65.0,66.9,893903,60155027.95,04-JAN-2021,4555,INE809I01019
1318,ONWARDTEC,EQ,105.0,108.4,101.55,104.65,104.85,103.15,164198,17175875.1,04-JAN-2021,2592,INE229A01017
1321,ORBTEXP,EQ,72.15,72.15,69.8,71.35,71.0,71.15,34044,2420522.35,04-JAN-2021,500,INE231G01010
1323,ORICONENT,EQ,23.05,27.2,23.0,27.2,27.2,22.7,2746635,71820704.9,04-JAN-2021,6557,INE730A01022
1324,ORIENTABRA,EQ,24.4,24.95,23.5,24.05,23.95,23.55,367219,8908241.75,04-JAN-2021,1742,INE569C01020
1325,ORIENTALTL,EQ,11.4,11.95,11.1,11.25,11.2,11.4,62740,709724.9,04-JAN-2021,130,INE998H01012
1326,ORIENTBELL,EQ,195.35,210.0,195.35,208.65,209.0,194.85,73123,14976379.85,04-JAN-2021,1644,INE607D01018
1327,ORIENTCEM,EQ,88.3,91.0,87.3,89.1,89.5,87.55,1214795,108479351.15,04-JAN-2021,8955,INE876N01018
1328,ORIENTELEC,EQ,232.95,236.9,227.6,235.95,235.0,231.5,196437,45826714.95,04-JAN-2021,7162,INE142Z01019
1329,ORIENTHOT,EQ,25.9,28.0,25.5,26.2,26.2,25.35,59071,1536256.75,04-JAN-2021,913,INE750A01020
1330,ORIENTLTD,EQ,77.25,81.5,77.25,80.45,80.45,79.8,954,76594.05,04-JAN-2021,40,INE609C01024
1331,ORIENTPPR,EQ,22.05,23.45,21.3,23.05,23.05,21.8,3741088,84767483.85,04-JAN-2021,8880,INE592A01026
1332,ORIENTREF,EQ,253.65,255.7,244.5,248.6,249.25,249.0,100469,25171456.05,04-JAN-2021,2250,INE743M01012
1333,ORISSAMINE,EQ,2550.0,2589.9,2527.5,2550.4,2550.0,2554.6,20093,51283785.0,04-JAN-2021,3080,INE725E01024
1335,ORTINLABSS,EQ,32.0,32.6,31.1,32.6,32.6,29.65,180145,5812144.3,04-JAN-2021,882,INE749B01012
1337,OSWALAGRO,EQ,10.65,11.35,10.3,11.35,11.35,10.35,391299,4347220.15,04-JAN-2021,958,INE142A01012
1339,PAGEIND,EQ,28250.0,28675.05,28150.0,28516.2,28489.0,28155.55,45099,1285146808.75,04-JAN-2021,13626,INE761H01022
1340,PAISALO,EQ,719.5,734.9,663.05,719.9,705.9,703.05,112159,80150306.55,04-JAN-2021,3279,INE420C01042
1343,PANACEABIO,EQ,248.9,250.0,237.9,239.0,239.7,237.9,450190,109143425.4,04-JAN-2021,6476,INE922B01023
1344,PANACHE,EQ,43.0,43.0,40.7,41.05,41.35,40.8,24089,997786.15,04-JAN-2021,89,INE895W01019
1345,PANAMAPET,EQ,101.0,106.1,96.5,105.2,105.65,100.25,306613,31485993.3,04-JAN-2021,3059,INE305C01029
1349,PARACABLES,EQ,7.95,7.95,7.4,7.65,7.6,7.7,370785,2838547.4,04-JAN-2021,572,INE074B01023
1350,PARAGMILK,EQ,115.75,115.8,113.2,114.05,113.9,114.8,463836,52992702.95,04-JAN-2021,3449,INE883N01014
1352,PATELENG,EQ,14.9,15.5,14.8,14.85,15.0,14.9,1043653,15779176.5,04-JAN-2021,2171,INE244B01030
1353,PATINTLOG,EQ,30.75,31.8,30.4,30.9,30.8,30.65,59822,1858656.4,04-JAN-2021,576,INE529D01014
1355,PCJEWELLER,EQ,26.25,26.3,25.25,26.0,25.9,25.95,3892382,100796380.9,04-JAN-2021,7311,INE785M01013
1356,PDMJEPAPER,EQ,23.9,24.4,22.9,23.8,23.95,22.75,578543,13708623.2,04-JAN-2021,2042,INE865T01018
1357,PDSMFL,EQ,479.5,499.15,472.0,484.2,493.5,470.1,4831,2335319.2,04-JAN-2021,324,INE111Q01013
1358,PEARLPOLY,EQ,20.5,20.95,19.6,20.45,20.45,20.1,7082,144785.7,04-JAN-2021,53,INE844A01013
1359,PEL,EQ,1486.05,1494.8,1452.2,1477.4,1479.0,1480.35,1426471,2106511356.75,04-JAN-2021,44298,INE140A01024
1360,PENIND,EQ,24.45,25.4,23.6,24.7,24.65,24.4,711138,17455387.7,04-JAN-2021,2790,INE932A01024
1361,PENINLAND,EQ,6.45,6.5,6.1,6.5,6.5,6.2,782116,4959463.35,04-JAN-2021,805,INE138A01028
1362,PERSISTENT,EQ,1505.0,1525.0,1488.1,1519.8,1518.0,1497.55,186983,281516467.7,04-JAN-2021,12081,INE262H01013
1363,PETRONET,EQ,252.2,253.1,248.75,252.45,253.0,249.85,4925674,1238122514.8,04-JAN-2021,60531,INE347G01014
1364,PFC,EQ,116.0,119.15,115.5,118.55,118.75,115.05,5623411,659066620.7,04-JAN-2021,35028,INE134E01011
1369,PFIZER,EQ,5300.0,5327.6,5102.0,5225.3,5240.0,5279.4,122091,642338303.75,04-JAN-2021,15333,INE182A01018
1370,PFOCUS,EQ,52.7,53.9,50.85,51.25,51.4,51.85,142842,7450290.3,04-JAN-2021,1384,INE367G01038
1371,PFS,EQ,20.9,20.9,20.25,20.5,20.55,19.8,1501943,30887022.35,04-JAN-2021,2782,INE560K01014
1372,PGEL,EQ,141.85,141.85,130.95,134.35,136.4,137.8,128525,17031843.55,04-JAN-2021,1269,INE457L01011
1373,PGHH,EQ,11175.0,11175.0,10960.0,10998.2,11007.0,11012.4,15091,166418754.75,04-JAN-2021,2622,INE179A01014
1374,PGHL,EQ,7000.0,7051.75,6947.85,7005.35,7002.0,6980.8,12224,85566934.05,04-JAN-2021,3526,INE199A01012
1375,PGIL,EQ,198.05,199.4,192.05,193.9,195.35,198.3,12159,2376226.75,04-JAN-2021,363,INE940H01014
1376,PHILIPCARB,EQ,177.9,182.7,176.0,179.9,179.7,176.45,2071327,371438432.5,04-JAN-2021,24285,INE602A01023
1377,PHOENIXLTD,EQ,787.2,794.95,764.15,773.6,776.0,785.45,92216,71446780.35,04-JAN-2021,10705,INE211B01039
1378,PIDILITIND,EQ,1774.5,1790.0,1765.1,1784.95,1786.0,1770.8,372161,661787044.3,04-JAN-2021,16993,INE318A01026
1379,PIIND,EQ,2275.0,2299.0,2251.8,2258.6,2259.95,2264.5,324319,736712537.1,04-JAN-2021,27291,INE603J01030
1380,PILANIINVS,EQ,2060.0,2070.0,1969.1,1987.25,1985.0,2066.35,13581,27301954.45,04-JAN-2021,2253,INE417C01014
1381,PILITA,EQ,11.0,11.25,10.35,10.55,10.65,10.6,675760,7183427.85,04-JAN-2021,521,INE600A01035
1382,PIONDIST,EQ,114.9,116.0,113.75,114.1,114.2,115.1,13128,1504093.3,04-JAN-2021,284,INE889E01010
1383,PIONEEREMB,EQ,39.75,39.75,38.0,39.1,39.25,38.15,48316,1863594.6,04-JAN-2021,322,INE156C01018
1384,PITTIENG,EQ,58.8,58.8,56.15,57.0,56.55,56.25,202608,11565018.3,04-JAN-2021,1347,INE450D01021
1386,PLASTIBLEN,EQ,262.15,271.85,250.0,258.85,262.0,262.15,18396,4838879.4,04-JAN-2021,912,INE083C01022
1387,PNB,EQ,35.4,35.75,34.25,35.55,35.7,34.8,213599078,7489691853.2,04-JAN-2021,171956,INE160A01022
1388,PNBGILTS,EQ,44.65,44.9,43.9,44.2,44.15,44.05,256310,11367675.55,04-JAN-2021,1555,INE859A01011
1389,PNBHOUSING,EQ,369.0,376.35,369.0,373.6,375.0,367.55,206769,77190407.8,04-JAN-2021,6046,INE572E01012
1390,PNC,EQ,26.0,26.0,23.25,23.85,23.95,25.0,93062,2294330.55,04-JAN-2021,807,INE392B01011
1391,PNCINFRA,EQ,178.7,181.9,177.0,180.7,180.3,176.1,1222855,219089484.9,04-JAN-2021,5485,INE195J01029
1392,PODDARHOUS,EQ,174.95,205.6,170.45,205.6,205.6,171.35,40228,7947778.05,04-JAN-2021,597,INE888B01018
1393,PODDARMENT,EQ,198.95,205.0,195.15,196.55,196.3,197.3,11122,2205980.45,04-JAN-2021,524,INE371C01013
1395,POLYCAB,EQ,1042.0,1062.0,1036.1,1059.8,1058.2,1035.45,850274,897082330.65,04-JAN-2021,37920,INE455K01017
1396,POLYMED,EQ,514.2,517.0,506.6,509.4,509.9,509.35,110923,56870986.05,04-JAN-2021,5885,INE205C01021
1397,POLYPLEX,EQ,712.0,723.75,699.0,701.7,699.9,717.35,164296,116147879.0,04-JAN-2021,8635,INE633B01018
1398,PONNIERODE,EQ,163.0,167.15,162.0,166.0,167.0,163.85,6782,1114982.35,04-JAN-2021,226,INE838E01017
1399,POWERGRID,EQ,190.0,190.4,188.0,188.45,188.35,189.5,4012428,757566526.65,04-JAN-2021,29474,INE752E01010
1400,POWERINDIA,EQ,1316.6,1364.8,1316.15,1321.75,1323.0,1305.5,16769,22335797.8,04-JAN-2021,1250,INE07Y701011
1401,POWERMECH,EQ,436.0,438.95,425.55,430.7,431.0,430.6,24785,10680513.4,04-JAN-2021,1789,INE211R01019
1402,PPAP,EQ,264.4,267.3,262.0,263.65,264.0,262.4,22767,6014438.35,04-JAN-2021,676,INE095I01015
1403,PPL,EQ,120.75,122.0,117.1,119.8,119.5,118.45,381350,45578782.0,04-JAN-2021,5018,INE050001010
1404,PRABHAT,EQ,72.9,73.5,71.6,72.45,72.15,72.2,47951,3478257.75,04-JAN-2021,507,INE302M01033
1407,PRAJIND,EQ,121.7,122.8,117.1,120.85,120.75,120.15,3065243,370144647.25,04-JAN-2021,20293,INE074A01025
1408,PRAKASH,EQ,58.4,63.95,58.1,63.3,63.4,57.5,4536125,277115780.8,04-JAN-2021,15758,INE603A01013
1410,PRAXIS,EQ,46.95,47.55,44.05,46.4,47.0,46.95,803968,36235964.4,04-JAN-2021,597,INE546Y01022
1411,PRECAM,EQ,46.1,46.55,43.95,44.35,44.55,45.85,311470,13962222.75,04-JAN-2021,1774,INE484I01029
1413,PRECWIRE,EQ,158.8,159.95,154.5,155.3,155.85,156.75,17198,2691842.8,04-JAN-2021,492,INE372C01029
1414,PREMEXPLN,EQ,161.45,163.7,158.45,159.35,159.75,162.0,22824,3654697.0,04-JAN-2021,523,INE863B01011
1415,PREMIER,EQ,4.8,4.8,4.7,4.8,4.8,4.6,9418,45165.15,04-JAN-2021,53,INE342A01018
1416,PREMIERPOL,EQ,44.7,44.7,41.2,41.85,42.5,42.6,21696,920687.9,04-JAN-2021,338,INE309M01012
1417,PRESSMN,EQ,24.3,25.2,24.1,24.55,24.4,24.05,39289,966615.65,04-JAN-2021,295,INE980A01023
1418,PRESTIGE,EQ,269.4,274.0,268.65,272.95,273.0,266.8,428897,116221591.55,04-JAN-2021,6654,INE811K01011
1419,PRICOLLTD,EQ,46.45,49.7,46.0,48.6,49.6,46.5,1267832,60466017.85,04-JAN-2021,3810,INE726V01018
1420,PRIMESECU,EQ,46.85,46.85,45.0,45.7,45.5,45.7,87598,3995215.35,04-JAN-2021,321,INE032B01021
1421,PRINCEPIPE,EQ,306.9,309.3,299.05,303.8,305.0,305.45,431630,131281239.35,04-JAN-2021,7702,INE689W01016
1422,PRIVISCL,EQ,554.0,554.0,535.0,548.6,550.0,539.0,37046,20078443.9,04-JAN-2021,1199,INE959A01019
1425,PROZONINTU,EQ,20.6,22.7,20.6,22.7,22.7,20.65,848670,18716020.45,04-JAN-2021,2112,INE195N01013
1426,PRSMJOHNSN,EQ,89.1,90.9,85.55,86.9,87.0,88.75,315984,27683290.3,04-JAN-2021,2225,INE010A01011
1427,PSB,EQ,13.75,13.75,13.4,13.5,13.6,13.45,372503,5045943.4,04-JAN-2021,870,INE608A01012
1428,PSPPROJECT,EQ,424.7,424.7,416.35,419.5,420.25,417.7,129986,54592222.65,04-JAN-2021,1790,INE488V01015
1429,PSUBNKBEES,EQ,20.66,20.66,18.7,20.1,20.0,19.89,621330,12448271.34,04-JAN-2021,2314,INF204KB16I7
1430,PTC,EQ,60.15,60.5,59.85,60.25,60.15,59.35,1006251,60529052.35,04-JAN-2021,3839,INE877F01012
1431,PTL,EQ,44.3,45.7,40.05,43.95,43.9,44.05,58320,2571175.5,04-JAN-2021,652,INE034D01031
1432,PUNJABCHEM,EQ,824.0,840.0,812.05,817.35,816.0,810.85,6660,5495872.9,04-JAN-2021,411,INE277B01014
1434,PURVA,EQ,88.0,92.7,82.9,91.4,91.0,85.6,1988768,178301365.0,04-JAN-2021,10462,INE323I01011
1435,PVR,EQ,1380.0,1405.0,1330.0,1399.0,1399.9,1340.35,3243306,4451964570.6,04-JAN-2021,85993,INE191H01014
1436,QGOLDHALF,EQ,2195.2,2216.15,2195.2,2211.9,2212.0,2176.15,877,1938095.2,04-JAN-2021,95,INF082J01010
1437,QNIFTY,EQ,1456.0,1470.0,1448.0,1458.0,1458.0,1449.0,162,236431.3,04-JAN-2021,35,INF082J01028
1438,QUESS,EQ,538.0,545.0,525.25,532.15,530.0,537.8,191441,102043899.5,04-JAN-2021,7987,INE615P01015
1439,QUICKHEAL,EQ,173.15,175.45,169.65,172.55,172.2,172.8,419540,72537435.75,04-JAN-2021,5920,INE306L01010
1440,RADAAN,EQ,1.2,1.2,1.2,1.2,1.2,1.15,27862,33434.4,04-JAN-2021,49,INE874F01027
1441,RADICO,EQ,459.0,465.95,453.1,462.15,463.45,456.5,395542,181871213.3,04-JAN-2021,9939,INE944F01028
1443,RAIN,EQ,145.45,149.6,143.6,146.85,146.45,143.95,5204747,765085370.7,04-JAN-2021,38971,INE855B01025
1444,RAJESHEXPO,EQ,485.6,487.95,481.25,484.0,483.9,485.05,203133,98428346.8,04-JAN-2021,6770,INE343B01030
1446,RAJRATAN,EQ,457.9,457.9,440.35,443.0,443.0,443.25,6346,2828284.45,04-JAN-2021,411,INE451D01011
1448,RAJSREESUG,EQ,16.2,17.25,15.65,17.0,17.1,15.85,107732,1797810.6,04-JAN-2021,449,INE562B01019
1449,RAJTV,EQ,37.9,37.9,35.4,36.4,36.05,37.0,39225,1425645.0,04-JAN-2021,321,INE952H01027
1450,RALLIS,EQ,283.7,284.5,281.0,282.1,281.5,281.9,228350,64501270.6,04-JAN-2021,5647,INE613A01020
1451,RAMANEWS,EQ,16.7,16.7,16.05,16.2,16.15,16.2,115944,1900374.35,04-JAN-2021,432,INE278B01020
1452,RAMASTEEL,EQ,47.75,50.6,47.75,50.6,50.6,46.0,19977,997574.15,04-JAN-2021,126,INE230R01027
1453,RAMCOCEM,EQ,798.9,804.65,789.2,798.35,796.9,795.0,984147,784299396.65,04-JAN-2021,35952,INE331A01037
1454,RAMCOIND,EQ,230.0,235.0,227.1,232.7,231.95,228.1,87258,20089615.75,04-JAN-2021,2108,INE614A01028
1455,RAMCOSYS,EQ,604.9,661.1,601.05,661.1,661.1,601.0,539222,343502735.95,04-JAN-2021,9664,INE246B01019
1458,RANASUG,EQ,7.3,7.4,7.1,7.35,7.35,7.15,854274,6199288.8,04-JAN-2021,679,INE625B01014
1459,RANEENGINE,EQ,272.3,281.55,272.3,273.25,272.7,274.5,3337,921739.95,04-JAN-2021,180,INE222J01013
1460,RANEHOLDIN,EQ,689.7,694.5,666.0,676.95,679.0,676.8,35870,24373907.8,04-JAN-2021,1654,INE384A01010
