,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
901,JCHAC,EQ,2760.0,2850.0,2740.0,2784.75,2782.0,2744.4,62429,173064563.4,04-JAN-2021,4402,INE782A01015
904,JHS,EQ,24.5,25.0,24.0,24.15,24.1,24.0,136083,3339378.35,04-JAN-2021,521,INE544H01014
906,JINDALPOLY,EQ,454.25,468.9,454.25,465.15,463.35,458.05,32755,15135008.85,04-JAN-2021,1359,INE197D01010
907,JINDALSAW,EQ,77.05,78.95,76.0,78.15,78.0,76.45,1718941,133319440.25,04-JAN-2021,7958,INE324A01024
908,JINDALSTEL,EQ,273.3,290.0,272.7,287.7,288.7,270.15,16083859,4531964030.7,04-JAN-2021,84162,INE749A01030
909,JINDRILL,EQ,87.45,89.0,86.1,88.1,88.0,87.35,24031,2107186.45,04-JAN-2021,632,INE742C01031
910,JINDWORLD,EQ,55.7,65.9,55.1,65.9,65.9,54.95,710292,44744704.5,04-JAN-2021,5426,INE247D01039
911,JISLDVREQS,EQ,12.4,12.75,12.1,12.5,12.55,12.3,62499,781621.55,04-JAN-2021,234,IN9175A01010
912,JISLJALEQS,EQ,19.05,19.8,18.5,19.4,19.4,19.0,4367766,84380623.0,04-JAN-2021,5285,INE175A01038
915,JKCEMENT,EQ,1934.0,2003.8,1928.0,1962.35,1984.0,1923.25,147291,289060607.95,04-JAN-2021,13687,INE823G01014
916,JKIL,EQ,134.5,135.9,128.25,133.05,133.0,133.85,144517,19165577.7,04-JAN-2021,1736,INE576I01022
917,JKLAKSHMI,EQ,346.0,346.15,342.15,345.4,345.0,342.45,347839,119991074.4,04-JAN-2021,11541,INE786A01032
918,JKPAPER,EQ,114.7,123.4,113.1,122.4,122.95,113.85,7397355,881596943.45,04-JAN-2021,51029,INE789E01012
919,JKTYRE,EQ,77.2,77.9,76.0,77.15,77.35,76.0,1781838,137232069.5,04-JAN-2021,9815,INE573A01042
920,JMA,EQ,32.8,32.8,31.75,32.55,32.55,32.15,11546,374923.95,04-JAN-2021,68,INE412C01023
921,JMCPROJECT,EQ,68.15,68.75,66.3,66.95,67.0,67.75,230447,15483591.05,04-JAN-2021,1807,INE890A01024
922,JMFINANCIL,EQ,87.0,88.25,86.05,87.0,86.5,86.3,1567904,136726717.35,04-JAN-2021,26290,INE780C01023
923,JMTAUTOLTD,EQ,2.95,3.1,2.9,3.1,3.1,2.85,8343317,25244500.65,04-JAN-2021,2753,INE988E01036
924,JOCIL,EQ,180.15,183.0,178.55,180.8,180.1,180.1,11254,2039370.3,04-JAN-2021,186,INE839G01010
925,JPASSOCIAT,EQ,8.1,8.1,7.4,7.65,7.95,7.75,55375380,436217323.45,04-JAN-2021,28733,INE455F01025
928,JPPOWER,EQ,3.35,3.4,3.2,3.3,3.25,3.3,17607991,58280037.2,04-JAN-2021,6413,INE351F01018
929,JSL,EQ,77.75,84.7,77.3,83.8,84.5,76.25,6447447,522632321.1,04-JAN-2021,25242,INE220G01021
930,JSLHISAR,EQ,141.55,148.5,140.7,147.45,148.25,140.5,867003,125274219.95,04-JAN-2021,9781,INE455T01018
931,JSWENERGY,EQ,67.25,68.8,67.15,67.9,67.85,66.8,1589390,107846985.95,04-JAN-2021,5031,INE121E01018
932,JSWHL,EQ,3908.05,3908.15,3840.0,3875.3,3860.2,3843.05,618,2391521.55,04-JAN-2021,210,INE824G01012
933,JSWISPL,EQ,29.4,30.5,29.0,30.45,30.5,29.05,1099513,33368547.6,04-JAN-2021,1616,INE743C01021
934,JSWSTEEL,EQ,392.0,405.1,391.1,403.1,403.65,389.7,8872723,3533984542.65,04-JAN-2021,71672,INE019A01038
935,JTEKTINDIA,EQ,91.4,100.7,88.6,96.9,99.5,90.25,1709249,161235427.85,04-JAN-2021,12652,INE643A01035
936,JUBILANT,EQ,857.0,892.0,845.95,885.25,885.0,851.8,872911,765145090.9,04-JAN-2021,26026,INE700A01033
937,JUBLFOOD,EQ,2795.55,2816.45,2740.6,2747.3,2751.5,2792.8,754546,2087911983.45,04-JAN-2021,41311,INE797F01012
938,JUBLINDS,EQ,238.45,238.45,233.85,235.95,235.25,235.45,30506,7212525.0,04-JAN-2021,552,INE645L01011
939,JUMPNET,EQ,14.75,14.75,14.75,14.75,14.75,15.05,61867,912538.25,04-JAN-2021,209,INE974C01022
940,JUNIORBEES,EQ,354.0,354.0,341.19,346.62,348.5,342.19,94333,32553965.01,04-JAN-2021,6554,INF732E01045
941,JUSTDIAL,EQ,648.25,678.0,647.95,670.9,669.2,648.55,2451282,1633339675.4,04-JAN-2021,53563,INE599M01018
942,JYOTHYLAB,EQ,147.1,149.55,145.0,147.65,147.95,147.05,380906,56171082.75,04-JAN-2021,4838,INE668F01031
944,KABRAEXTRU,EQ,98.9,99.15,93.85,95.85,95.5,96.25,34300,3287681.45,04-JAN-2021,690,INE900B01029
945,KAJARIACER,EQ,711.8,712.9,691.7,708.25,704.7,709.35,390819,276157023.25,04-JAN-2021,12781,INE217B01036
946,KAKATCEM,EQ,194.1,197.0,190.1,195.25,193.7,193.55,23453,4561045.3,04-JAN-2021,537,INE437B01014
947,KALPATPOWR,EQ,320.0,322.3,317.25,320.85,321.0,318.1,366329,117512975.0,04-JAN-2021,5740,INE220B01022
949,KAMATHOTEL,EQ,40.85,40.95,39.0,39.15,39.2,38.9,391811,15604022.45,04-JAN-2021,2127,INE967C01018
950,KAMDHENU,EQ,123.95,126.0,118.65,120.4,121.0,122.95,279139,34296549.5,04-JAN-2021,3969,INE390H01012
951,KANANIIND,EQ,3.8,4.0,3.8,3.95,3.95,3.9,35681,140051.85,04-JAN-2021,46,INE879E01037
952,KANORICHEM,EQ,48.5,54.7,47.6,52.45,54.2,49.45,349672,17945076.65,04-JAN-2021,2931,INE138C01024
953,KANPRPLA,EQ,128.95,139.9,126.1,133.85,133.15,126.0,41483,5532728.55,04-JAN-2021,661,INE694E01014
954,KANSAINER,EQ,639.8,642.25,616.25,620.75,617.8,634.35,458436,288996760.3,04-JAN-2021,18065,INE531A01024
956,KARDA,EQ,124.0,127.0,121.55,124.35,124.2,122.5,40682,5065569.2,04-JAN-2021,497,INE278R01026
957,KARMAENG,EQ,13.0,14.9,12.35,13.7,13.9,12.5,15374,203220.35,04-JAN-2021,118,INE725L01011
958,KARURVYSYA,EQ,46.4,47.9,46.35,47.3,47.55,45.95,2787634,131387038.05,04-JAN-2021,11335,INE036D01028
960,KAYA,EQ,276.05,279.1,269.0,270.7,270.0,275.9,41391,11256794.65,04-JAN-2021,1804,INE587G01015
961,KCP,EQ,72.2,76.1,72.0,74.15,74.05,72.6,665453,49759283.3,04-JAN-2021,3716,INE805C01028
962,KCPSUGIND,EQ,17.0,18.45,16.35,17.85,17.95,16.25,4102767,72697287.15,04-JAN-2021,8017,INE790B01024
963,KDDL,EQ,241.9,241.9,230.0,230.25,230.0,225.8,5394,1272175.75,04-JAN-2021,194,INE291D01011
964,KEC,EQ,370.15,386.0,370.15,376.7,375.0,371.95,1041199,395550833.9,04-JAN-2021,17570,INE389H01022
965,KECL,EQ,16.25,16.75,15.45,15.65,15.85,16.25,267228,4216038.85,04-JAN-2021,1183,INE134B01017
966,KEERTI,EQ,26.7,27.95,23.6,25.75,25.75,25.55,18959,513383.4,04-JAN-2021,77,INE586X01012
967,KEI,EQ,479.0,483.1,473.0,475.75,475.95,477.1,109505,52331582.3,04-JAN-2021,5879,INE878B01027
968,KELLTONTEC,EQ,75.0,76.8,73.75,75.0,75.1,73.75,2486703,187407968.1,04-JAN-2021,5727,INE164B01022
969,KENNAMET,EQ,857.55,878.0,850.1,859.7,856.3,850.4,5731,4940326.35,04-JAN-2021,496,INE717A01029
971,KESORAMIND,EQ,63.95,67.05,63.95,64.9,64.85,63.3,927694,60374393.4,04-JAN-2021,4876,INE087A01019
972,KEYFINSERV,EQ,86.0,86.0,80.15,81.15,80.9,84.3,21745,1776859.0,04-JAN-2021,346,INE681C01015
974,KHADIM,EQ,124.6,124.65,121.8,123.3,123.1,123.05,76528,9437316.85,04-JAN-2021,1421,INE834I01025
975,KHAICHEM,EQ,29.0,29.1,28.1,28.35,28.5,28.65,358596,10272910.05,04-JAN-2021,1815,INE745B01028
977,KICL,EQ,1452.05,1498.9,1430.1,1450.35,1463.1,1447.25,2441,3553550.25,04-JAN-2021,397,INE029L01018
979,KINGFA,EQ,589.25,677.0,584.1,635.55,640.0,589.25,54833,35388482.85,04-JAN-2021,3535,INE473D01015
980,KIOCL,EQ,142.9,142.9,136.6,137.95,137.95,139.15,186437,25849805.95,04-JAN-2021,3568,INE880L01014
981,KIRIINDUS,EQ,540.0,546.05,515.1,521.05,521.25,535.7,205030,108385632.0,04-JAN-2021,4456,INE415I01015
982,KIRLFER,EQ,152.0,156.0,146.5,148.5,148.05,148.25,222596,33925270.2,04-JAN-2021,4383,INE884B01025
983,KIRLOSBROS,EQ,128.65,133.15,126.95,132.3,131.8,126.95,192263,25212238.3,04-JAN-2021,2221,INE732A01036
984,KIRLOSENG,EQ,128.0,134.4,128.0,131.5,131.3,126.8,574163,75782233.4,04-JAN-2021,7083,INE146L01010
985,KIRLOSIND,EQ,803.95,813.8,794.9,811.1,813.4,802.95,2098,1697885.2,04-JAN-2021,173,INE250A01039
986,KITEX,EQ,113.8,113.8,110.6,111.7,111.85,111.7,151600,16977993.75,04-JAN-2021,1662,INE602G01020
987,KKCL,EQ,842.85,892.2,830.25,867.1,870.0,842.9,2548,2193530.65,04-JAN-2021,386,INE401H01017
988,KMSUGAR,EQ,12.1,12.2,11.85,11.9,11.9,11.9,554681,6647930.75,04-JAN-2021,629,INE157H01023
989,KNRCON,EQ,333.1,338.75,329.65,333.7,333.5,328.0,308137,103073146.6,04-JAN-2021,9597,INE634I01029
991,KOKUYOCMLN,EQ,66.85,70.25,66.5,68.75,68.9,65.95,741256,50638348.4,04-JAN-2021,6181,INE760A01029
992,KOLTEPATIL,EQ,245.95,247.0,241.0,244.3,244.5,244.45,76834,18784444.7,04-JAN-2021,1788,INE094I01018
993,KOPRAN,EQ,140.2,141.3,134.1,138.1,138.5,138.85,318479,43963167.05,04-JAN-2021,3476,INE082A01010
994,KOTAKBANK,EQ,2004.0,2005.95,1955.0,1965.55,1970.0,1994.05,3141429,6189523797.3,04-JAN-2021,123364,INE237A01028
995,KOTAKBKETF,EQ,327.4,327.6,311.52,314.71,315.58,314.82,73972,23260797.85,04-JAN-2021,980,INF174K01F59
996,KOTAKGOLD,EQ,443.4,446.8,443.2,445.8,446.8,440.4,71001,31569299.4,04-JAN-2021,1190,INF373I01049
997,KOTAKNIFTY,EQ,146.7,147.7,145.6,147.2,147.1,146.2,54676,8022777.18,04-JAN-2021,700,INF174K014P6
998,KOTAKNV20,EQ,75.79,75.79,73.0,74.12,74.5,73.79,5873,434535.13,04-JAN-2021,124,INF174K01Z71
999,KOTAKPSUBK,EQ,178.0,180.9,177.03,180.07,180.0,177.62,40267,7218947.48,04-JAN-2021,528,INF373I01023
1000,KOTARISUG,EQ,19.5,20.0,18.8,19.25,19.35,19.1,354072,6872426.9,04-JAN-2021,725,INE419A01022
1001,KOTHARIPET,EQ,23.45,25.9,22.95,24.75,24.8,23.55,331543,8162646.65,04-JAN-2021,1372,INE720A01015
1002,KOTHARIPRO,EQ,74.05,74.8,72.2,72.9,73.4,73.9,6417,471678.55,04-JAN-2021,225,INE823A01017
1003,KPITTECH,EQ,145.2,148.0,142.85,145.45,145.45,143.9,2237108,325610836.6,04-JAN-2021,30932,INE04I401011
1004,KPRMILL,EQ,880.0,884.0,869.05,875.0,876.4,873.0,28332,24821667.05,04-JAN-2021,1969,INE930H01023
1005,KRBL,EQ,252.5,252.5,246.5,247.5,247.55,250.25,239150,59350302.55,04-JAN-2021,4232,INE001B01026
1006,KREBSBIO,EQ,140.0,141.6,126.4,128.6,128.9,138.7,137410,18038971.45,04-JAN-2021,2191,INE268B01013
1009,KSB,EQ,640.0,664.7,640.0,654.8,658.0,639.75,28918,18892246.65,04-JAN-2021,2036,INE999A01015
1010,KSCL,EQ,522.1,529.65,521.6,526.95,528.0,521.9,227103,119542352.65,04-JAN-2021,4616,INE455I01029
1014,KSL,EQ,285.9,295.85,284.35,290.25,289.0,283.95,392341,114084629.8,04-JAN-2021,7508,INE907A01026
1016,KTKBANK,EQ,58.95,59.95,58.5,58.8,58.85,58.35,2471063,146003553.85,04-JAN-2021,7566,INE614B01018
1017,KUANTUM,EQ,56.0,56.0,53.35,54.95,55.7,54.25,24859,1356857.75,04-JAN-2021,634,INE529I01021
1018,KWALITY,EQ,3.2,3.3,3.15,3.3,3.3,3.15,821711,2659835.6,04-JAN-2021,705,INE775B01025
1019,L&TFH,EQ,97.9,98.35,95.8,97.25,97.1,97.0,11890597,1155119686.5,04-JAN-2021,38600,INE498L01015
1036,LALPATHLAB,EQ,2407.25,2460.0,2381.0,2399.45,2396.9,2407.2,255915,618133330.55,04-JAN-2021,17028,INE600L01024
1037,LAMBODHARA,EQ,48.75,50.4,47.55,48.4,48.4,48.3,31518,1535267.0,04-JAN-2021,473,INE112F01022
1038,LAOPALA,EQ,236.3,240.05,233.5,234.45,234.0,234.85,111684,26369514.1,04-JAN-2021,2557,INE059D01020
1039,LASA,EQ,85.75,91.05,83.5,88.2,88.0,84.45,268111,23494419.25,04-JAN-2021,2548,INE670X01014
1040,LAURUSLABS,EQ,355.7,361.05,350.15,359.3,359.0,353.4,2636585,937974616.35,04-JAN-2021,38321,INE947Q01028
1042,LAXMIMACH,EQ,4686.0,4765.2,4680.0,4690.95,4681.05,4694.45,17584,83054860.65,04-JAN-2021,2139,INE269B01029
1043,LEMONTREE,EQ,43.0,45.35,41.8,44.7,44.95,41.75,7369656,322911456.4,04-JAN-2021,33037,INE970X01018
1045,LFIC,EQ,68.55,74.15,68.55,70.35,69.55,71.6,1667,118779.75,04-JAN-2021,29,INE850E01012
1046,LGBBROSLTD,EQ,314.0,316.0,301.45,308.0,307.7,312.05,118614,36583567.3,04-JAN-2021,3388,INE337A01034
1048,LIBAS,EQ,36.5,36.5,34.05,34.25,34.45,34.55,98702,3453050.0,04-JAN-2021,497,INE908V01012
1049,LIBERTSHOE,EQ,150.4,151.45,147.25,148.1,148.4,149.2,153575,22879367.05,04-JAN-2021,2359,INE557B01019
1050,LICHSGFIN,EQ,380.0,384.9,376.65,381.7,382.0,377.6,5326473,2031378541.55,04-JAN-2021,48198,INE115A01026
1051,LICNETFGSC,EQ,22.3,22.3,21.92,22.08,22.08,22.07,154742,3402782.35,04-JAN-2021,94,INF767K01MV5
1052,LICNETFN50,EQ,143.0,148.27,140.05,143.46,142.07,141.76,2883,414765.98,04-JAN-2021,212,INF767K01OS7
1053,LICNETFSEN,EQ,499.0,499.0,490.0,493.68,490.1,490.04,262,129679.27,04-JAN-2021,50,INF767K01OT5
1054,LICNFNHGP,EQ,145.42,145.42,141.0,143.22,143.95,141.19,691,98247.8,04-JAN-2021,42,INF767K01PC8
1055,LIKHITHA,EQ,192.8,208.7,187.05,190.2,190.0,191.7,561562,108386000.45,04-JAN-2021,9207,INE060901019
1056,LINCOLN,EQ,245.9,251.9,244.95,248.7,247.95,243.25,293081,72904455.35,04-JAN-2021,5088,INE405C01035
1057,LINCPEN,EQ,182.75,182.8,178.3,180.5,180.45,179.9,1577,284935.0,04-JAN-2021,89,INE802B01019
1058,LINDEINDIA,EQ,976.0,1002.0,975.55,986.9,982.0,980.05,95621,94538170.5,04-JAN-2021,3212,INE473A01011
1059,LIQUIDBEES,EQ,1001.95,1001.95,999.11,999.99,1000.0,1000.0,1110712,1110706490.58,04-JAN-2021,5755,INF732E01037
1060,LIQUIDETF,EQ,1000.04,1000.04,999.99,999.99,1000.0,1000.0,28897,28896843.32,04-JAN-2021,81,INF740KA1EU7
1061,LOKESHMACH,EQ,37.15,37.15,33.45,34.4,34.6,35.4,69408,2420106.1,04-JAN-2021,963,INE397H01017
1062,LOTUSEYE,EQ,35.75,35.95,34.5,34.75,34.6,34.4,13542,472682.65,04-JAN-2021,122,INE947I01017
1064,LPDC,EQ,1.65,1.7,1.6,1.7,1.7,1.65,24834,40974.2,04-JAN-2021,33,INE197J01017
1066,LT,EQ,1305.0,1322.55,1302.0,1314.6,1315.55,1297.0,4014636,5272759846.45,04-JAN-2021,96746,INE018A01030
1067,LTI,EQ,3729.6,3909.9,3709.45,3845.35,3888.95,3699.3,373949,1417227163.35,04-JAN-2021,40018,INE214T01019
1070,LTTS,EQ,2429.0,2464.0,2415.75,2451.65,2453.0,2409.5,158049,386076018.2,04-JAN-2021,19681,INE010V01017
1071,LUMAXIND,EQ,1387.4,1415.0,1365.1,1381.9,1392.0,1380.45,4320,5967923.9,04-JAN-2021,829,INE162B01018
1072,LUMAXTECH,EQ,124.0,125.95,121.6,122.95,123.0,123.9,35682,4408960.65,04-JAN-2021,939,INE872H01027
1073,LUPIN,EQ,1009.8,1030.35,1000.65,1026.95,1026.0,1000.9,3868020,3941533748.8,04-JAN-2021,57748,INE326A01037
1074,LUXIND,EQ,1664.5,1673.5,1630.0,1654.2,1656.95,1665.5,51598,85219019.2,04-JAN-2021,4285,INE150G01020
1075,LYKALABS,EQ,34.15,34.15,31.6,34.15,34.15,32.55,765992,25627622.95,04-JAN-2021,2865,INE933A01014
1077,M&M,EQ,735.0,751.0,727.25,749.1,749.0,732.45,4547027,3361430289.35,04-JAN-2021,75632,INE101A01026
1078,M&MFIN,EQ,180.2,185.9,180.2,185.45,185.9,178.7,8010002,1467956396.0,04-JAN-2021,40933,INE774D01024
1080,M100,EQ,23.0,23.0,22.0,22.48,22.53,21.95,91795,2043909.98,04-JAN-2021,663,INF247L01023
1083,M50,EQ,135.1,138.25,135.05,137.71,138.25,136.58,5887,807083.22,04-JAN-2021,92,INF247L01536
1084,MAANALU,EQ,120.0,130.5,119.0,126.15,127.0,118.65,137439,17207043.7,04-JAN-2021,2783,INE215I01019
1085,MACPOWER,EQ,118.8,118.85,112.55,116.55,116.7,114.1,7965,921948.05,04-JAN-2021,88,INE155Z01011
1086,MADHAV,EQ,43.6,45.6,42.05,43.2,43.1,43.8,52934,2301060.85,04-JAN-2021,542,INE925C01016
1088,MADRASFERT,EQ,20.9,22.7,20.6,22.1,22.05,20.7,1148887,25112116.45,04-JAN-2021,2694,INE414A01015
1089,MAESGETF,EQ,25.35,25.35,24.08,24.39,24.42,24.12,11488,279412.68,04-JAN-2021,176,INF769K01GS9
1090,MAGADSUGAR,EQ,116.0,118.9,115.75,117.15,117.65,116.6,25912,3037114.0,04-JAN-2021,424,INE347W01011
1091,MAGMA,EQ,42.3,42.3,41.0,41.35,41.35,40.95,368539,15307068.3,04-JAN-2021,1354,INE511C01022
1093,MAGNUM,EQ,5.0,5.1,4.6,4.95,5.05,4.85,90244,440576.9,04-JAN-2021,104,INE387I01016
1094,MAHABANK,EQ,13.9,14.1,13.4,13.7,13.75,13.65,3162749,43281552.7,04-JAN-2021,3896,INE457A01014
1096,MAHASTEEL,EQ,96.25,98.75,93.2,96.95,98.45,97.35,25463,2466391.25,04-JAN-2021,455,INE451L01014
1097,MAHEPC,EQ,160.55,164.5,158.5,162.05,162.0,159.3,159781,25783015.3,04-JAN-2021,3198,INE215D01010
1100,MAHINDCIE,EQ,175.0,178.1,173.45,176.85,176.5,174.3,143299,25190313.15,04-JAN-2021,2832,INE536H01010
1101,MAHLIFE,EQ,368.4,376.0,363.15,368.25,366.15,366.55,52401,19403599.25,04-JAN-2021,1729,INE813A01018
1102,MAHLOG,EQ,423.6,425.0,418.6,423.45,423.0,420.2,58367,24653407.85,04-JAN-2021,4420,INE766P01016
1103,MAHSCOOTER,EQ,3839.9,3898.9,3796.05,3820.6,3800.0,3806.05,5746,22074418.7,04-JAN-2021,1470,INE288A01013
1104,MAHSEAMLES,EQ,327.9,328.9,319.85,323.75,323.75,319.75,69383,22452479.65,04-JAN-2021,2133,INE271B01025
1105,MAITHANALL,EQ,582.0,665.9,575.55,652.5,651.05,575.5,657781,414254839.15,04-JAN-2021,23753,INE683C01011
1106,MAJESCO,EQ,17.0,17.0,17.0,17.0,17.0,16.2,5987,101779.0,04-JAN-2021,304,INE898S01029
1108,MAN50ETF,EQ,147.07,147.07,142.64,144.34,144.35,142.79,17315,2491160.38,04-JAN-2021,222,INF769K01EG9
1109,MANAKALUCO,EQ,9.0,9.5,8.4,9.3,9.2,8.95,66382,605603.95,04-JAN-2021,349,INE859Q01017
1110,MANAKCOAT,EQ,8.7,8.7,8.7,8.7,8.7,8.3,5632,48998.4,04-JAN-2021,20,INE830Q01018
1111,MANAKSIA,EQ,59.0,61.0,57.7,59.35,59.3,58.35,121147,7196583.2,04-JAN-2021,1134,INE015D01022
1112,MANAKSTEEL,EQ,26.9,26.9,26.9,26.9,26.9,25.65,73374,1973760.6,04-JAN-2021,193,INE824Q01011
1113,MANALIPETC,EQ,36.1,36.5,35.45,35.7,35.75,35.7,479748,17216537.15,04-JAN-2021,1819,INE201A01024
1114,MANAPPURAM,EQ,168.9,172.65,168.7,172.05,172.4,167.2,6196053,1060056331.65,04-JAN-2021,31592,INE522D01027
1115,MANGALAM,EQ,140.0,141.95,138.2,139.95,140.0,138.25,92730,13032660.15,04-JAN-2021,1802,INE584F01014
1116,MANGCHEFER,EQ,50.3,54.0,50.25,52.85,52.9,47.9,7102853,371406977.65,04-JAN-2021,34286,INE558B01017
1117,MANGLMCEM,EQ,250.0,257.5,244.95,252.6,252.2,245.05,168523,42270024.55,04-JAN-2021,3280,INE347A01017
1118,MANGTIMBER,EQ,9.5,10.1,9.35,10.0,10.1,9.65,14242,138401.75,04-JAN-2021,85,INE805B01012
1119,MANINDS,EQ,82.1,84.1,82.1,83.35,84.0,82.1,223334,18596724.7,04-JAN-2021,2014,INE993A01026
1120,MANINFRA,EQ,34.9,34.9,34.0,34.2,34.3,34.25,393202,13468776.4,04-JAN-2021,2292,INE949H01023
1121,MANUGRAPH,EQ,13.0,13.05,12.45,13.05,13.05,11.9,39878,518284.15,04-JAN-2021,196,INE867A01022
1122,MANXT50,EQ,330.0,331.65,326.95,330.0,331.65,326.27,2657,872915.7,04-JAN-2021,42,INF769K01FN2
1124,MARATHON,EQ,104.0,104.0,97.1,99.4,99.9,100.1,12535,1242797.1,04-JAN-2021,293,INE182D01020
1125,MARICO,EQ,406.95,419.4,406.95,417.15,417.0,406.1,3483313,1442992495.4,04-JAN-2021,34587,INE196A01026
1126,MARINE,EQ,227.35,231.0,224.25,225.15,224.25,227.45,65905,14945009.3,04-JAN-2021,475,INE01JE01010
1127,MARKSANS,EQ,61.5,61.95,60.55,60.8,60.6,60.95,1271266,77664633.9,04-JAN-2021,6128,INE750C01026
1129,MARUTI,EQ,7739.0,7755.2,7642.6,7702.3,7691.05,7691.3,598645,4607846932.35,04-JAN-2021,55195,INE585B01010
1130,MASFIN,EQ,930.0,941.95,917.75,922.65,924.0,927.3,32732,30266321.7,04-JAN-2021,2190,INE348L01012
1132,MASTEK,EQ,1223.0,1252.0,1215.0,1235.25,1232.0,1208.95,146378,180713651.55,04-JAN-2021,12801,INE759A01021
1133,MATRIMONY,EQ,926.0,931.0,884.95,896.95,895.0,920.6,16940,15365499.6,04-JAN-2021,1603,INE866R01028
1135,MAXHEALTH,EQ,145.8,145.8,141.1,141.75,141.8,142.5,224090,31935028.2,04-JAN-2021,3620,INE027H01010
1136,MAXIND,EQ,61.55,63.4,61.55,62.05,62.1,61.8,490075,30472809.45,04-JAN-2021,2748,INE0CG601016
1137,MAXVIL,EQ,44.6,46.35,43.2,45.5,44.75,44.0,512901,22856257.05,04-JAN-2021,1130,INE154U01015
1138,MAYURUNIQ,EQ,306.65,309.85,299.0,307.5,307.25,304.65,112684,34332148.6,04-JAN-2021,3580,INE040D01038
1139,MAZDA,EQ,514.0,524.85,510.5,519.65,519.0,514.25,5170,2680687.9,04-JAN-2021,420,INE885E01034
1140,MAZDOCK,EQ,229.0,231.7,224.0,227.3,227.0,227.65,2149446,491063277.15,04-JAN-2021,23380,INE249Z01012
1143,MBLINFRA,EQ,25.5,25.5,23.1,23.1,23.1,24.3,940757,23000522.4,04-JAN-2021,2296,INE912H01013
1146,MCDOWELL-N,EQ,581.0,590.75,581.0,584.35,583.85,581.5,1812702,1060948206.3,04-JAN-2021,27672,INE854D01024
1148,MCLEODRUSS,EQ,24.0,24.3,22.75,23.25,23.5,23.15,832300,19644687.9,04-JAN-2021,1782,INE942G01012
1149,MCX,EQ,1757.0,1794.7,1746.9,1784.3,1780.0,1748.25,215222,381963816.25,04-JAN-2021,16654,INE745G01035
1150,MEGASOFT,EQ,12.45,12.45,12.45,12.45,12.45,11.9,48184,599890.8,04-JAN-2021,49,INE933B01012
1151,MEGH,EQ,83.0,83.25,81.55,82.2,82.3,82.45,735515,60640792.1,04-JAN-2021,3680,INE974H01013
1153,MEP,EQ,19.0,20.45,19.0,19.3,19.25,18.6,498774,9704114.85,04-JAN-2021,1418,INE776I01010
1157,METROPOLIS,EQ,2034.95,2059.85,2015.0,2051.7,2042.0,2015.0,94104,192370212.6,04-JAN-2021,11079,INE112L01020
1158,MFSL,EQ,690.75,697.5,680.1,689.3,689.6,690.95,1100430,757075611.15,04-JAN-2021,32168,INE180A01020
1159,MGEL,EQ,49.45,49.45,43.25,46.35,46.3,47.05,4285,204784.55,04-JAN-2021,64,INE0APB01016
1160,MGL,EQ,1065.0,1084.75,1060.1,1083.35,1084.0,1059.95,617427,662982367.05,04-JAN-2021,19396,INE002S01010
1161,MHRIL,EQ,214.45,217.65,210.0,210.75,211.0,213.35,403509,86164190.75,04-JAN-2021,3541,INE998I01010
1163,MIDHANI,EQ,201.0,203.0,198.6,201.8,202.1,199.45,494859,99674809.0,04-JAN-2021,6883,INE099Z01011
1165,MINDACORP,EQ,91.6,93.7,90.05,93.0,92.6,90.7,1068595,98549590.85,04-JAN-2021,7136,INE842C01021
1166,MINDAIND,EQ,399.9,406.6,399.0,405.3,404.9,398.2,86405,34934174.3,04-JAN-2021,5167,INE405E01023
1168,MINDTECK,EQ,61.9,61.95,56.05,56.05,56.05,59.0,103625,6096394.8,04-JAN-2021,1003,INE110B01017
1169,MINDTREE,EQ,1669.0,1698.9,1657.05,1689.2,1690.0,1659.25,949815,1599399635.15,04-JAN-2021,31818,INE018I01017
1171,MIRZAINT,EQ,56.05,56.85,55.4,55.7,55.8,55.55,315311,17651086.6,04-JAN-2021,1993,INE771A01026
1172,MITTAL,EQ,12.4,12.4,12.4,12.4,12.4,11.85,49236,610526.4,04-JAN-2021,146,INE997Y01019
1173,MMFL,EQ,436.95,437.0,420.1,428.45,428.05,422.1,9459,4054235.5,04-JAN-2021,596,INE227C01017
1174,MMP,EQ,82.95,83.95,81.1,83.0,83.95,82.45,13269,1090378.7,04-JAN-2021,217,INE511Y01018
1175,MMTC,EQ,30.5,31.0,29.55,30.0,30.1,28.0,12929974,389654830.85,04-JAN-2021,32583,INE123F01029
1177,MOHOTAIND,EQ,12.3,13.1,12.3,13.1,13.1,11.95,375660,4853247.0,04-JAN-2021,767,INE313D01013
1178,MOIL,EQ,146.4,149.9,144.2,148.5,148.95,145.85,917325,135865459.05,04-JAN-2021,9402,INE490G01020
1181,MOLDTKPAC,EQ,285.35,285.35,278.5,280.5,281.95,281.2,24586,6906093.1,04-JAN-2021,1012,INE893J01029
1183,MONTECARLO,EQ,256.0,257.8,251.1,253.5,255.0,253.0,38173,9696432.55,04-JAN-2021,1540,INE950M01013
1185,MOREPENLAB,EQ,30.7,31.2,30.15,30.35,30.55,30.45,2253713,68826269.7,04-JAN-2021,4914,INE083A01026
